,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue 
Date,SUM of Abra_1,SUM of Abra_2,SUM of  Abra_3 ,SUM of  Abra_4 ,SUM of Arbok_1,SUM of Arbok_2,SUM of  Arbok_3 ,SUM of  Arbok_4 ,SUM of Diglett Media_1,SUM of Diglett Media_2,SUM of  Diglett Media_3 ,SUM of  Diglett Media_4 ,SUM of Ivysaur_1,SUM of Ivysaur_2,SUM of  Ivysaur_3 ,SUM of  Ivysaur_4 ,SUM of Onix_1,SUM of Onix_2,SUM of  Onix_3 ,SUM of  Onix_4 ,SUM of Snorlax_1,SUM of Snorlax_2,SUM of  Snorlax_3 ,SUM of  Snorlax_4 ,SUM of SPEAROW_1,SUM of SPEAROW_2,SUM of  SPEAROW_3 ,SUM of  SPEAROW_4 
8/12/2016,558361,0," $ 1,586.08 ", $ -   ,348560,0," $ 1,013.21 ", $ -   ,890610,0," $ 2,649.80 ", $ -   ,807450,0," $ 2,169.36 ", $ -   ,781239,0," $ 1,934.56 ", $ -   ,631799,0," $ 1,595.49 ", $ -   ,1228159,1077314," $ 2,686.89 "," $ 2,484.80 "
8/13/2016,585523,0," $ 1,690.18 ", $ -   ,351975,0," $ 1,043.91 ", $ -   ,844914,0," $ 2,733.12 ", $ -   ,644828,0," $ 1,915.24 ", $ -   ,588771,0," $ 1,569.36 ", $ -   ,496793,0," $ 1,360.02 ", $ -   ,982659,912395," $ 2,337.82 "," $ 2,221.39 "
8/14/2016,964119,0," $ 2,583.43 ", $ -   ,637734,0," $ 1,848.31 ", $ -   ,1390201,0," $ 4,232.91 ", $ -   ,1156605,0," $ 3,237.95 ", $ -   ,1091298,0," $ 2,732.49 ", $ -   ,935016,0," $ 2,288.76 ", $ -   ,1828439,1773992," $ 4,339.94 "," $ 4,319.95 "
8/15/2016,737353,0," $ 1,970.24 ", $ -   ,451115,0," $ 1,295.36 ", $ -   ,1628688,0," $ 3,426.92 ", $ -   ,1126421,0," $ 2,923.25 ", $ -   ,1020030,0," $ 2,467.78 ", $ -   ,839262,0," $ 1,805.46 ", $ -   ,1601481,1436618," $ 3,464.53 "," $ 3,228.40 "
8/16/2016,748955,0," $ 1,820.17 ", $ -   ,427019,0," $ 1,255.00 ", $ -   ,1174692,0," $ 2,762.78 ", $ -   ,1058806,0," $ 2,601.16 ", $ -   ,953940,0," $ 2,222.50 ", $ -   ,742682,0," $ 1,563.01 ", $ -   ,1485796,1367041," $ 3,242.37 "," $ 2,995.90 "
8/17/2016,872995,0," $ 2,184.97 ", $ -   ,444173,0," $ 1,283.91 ", $ -   ,1202171,0," $ 2,617.99 ", $ -   ,1015184,0," $ 2,493.94 ", $ -   ,961822,0," $ 2,135.65 ", $ -   ,711699,0," $ 1,553.60 ", $ -   ,1726404,1605773," $ 3,521.84 "," $ 3,336.17 "
8/18/2016,949435,0," $ 2,550.24 ", $ -   ,469043,0," $ 1,385.70 ", $ -   ,1119739,0," $ 2,680.43 ", $ -   ,954111,0," $ 2,328.05 ", $ -   ,885210,0," $ 1,975.85 ", $ -   ,660169,0," $ 1,492.80 ", $ -   ,1646671,1566269," $ 3,565.73 "," $ 3,448.44 "
8/19/2016,742076,0," $ 2,296.49 ", $ -   ,408036,0," $ 1,184.05 ", $ -   ,956385,0," $ 2,309.17 ", $ -   ,773680,0," $ 1,932.48 ", $ -   ,720310,0," $ 1,597.12 ", $ -   ,536754,0," $ 1,208.92 ", $ -   ,1307743,1149154," $ 2,915.59 "," $ 2,599.93 "
8/20/2016,837225,0," $ 2,601.83 ", $ -   ,490635,0," $ 1,348.20 ", $ -   ,842926,0," $ 2,136.21 ", $ -   ,680356,0," $ 1,784.91 ", $ -   ,604681,0," $ 1,404.80 ", $ -   ,457333,0," $ 1,146.89 ", $ -   ,1343357,1264705," $ 2,926.59 "," $ 2,800.54 "
8/21/2016,1397150,0," $ 4,193.08 ", $ -   ,781748,0," $ 2,108.41 ", $ -   ,1597460,0," $ 3,655.62 ", $ -   ,1330848,0," $ 3,264.44 ", $ -   ,1166847,0," $ 2,577.74 ", $ -   ,853629,0," $ 1,957.42 ", $ -   ,2662402,2608497," $ 5,401.47 "," $ 5,443.69 "
8/22/2016,1022584,0," $ 2,863.12 ", $ -   ,553511,0," $ 1,482.70 ", $ -   ,1329294,0," $ 2,875.68 ", $ -   ,1181928,0," $ 2,493.16 ", $ -   ,1074233,0," $ 2,212.17 ", $ -   ,877506,0," $ 1,767.33 ", $ -   ,2493142,2162580," $ 11,134.10 "," $ 3,868.68 "
8/23/2016,976033,0," $ 2,523.97 ", $ -   ,565875,0," $ 1,564.01 ", $ -   ,1277236,0," $ 2,823.91 ", $ -   ,1179553,0," $ 2,707.93 ", $ -   ,1033156,0," $ 2,105.74 ", $ -   ,849760,0," $ 1,741.50 ", $ -   ,2045539,1807171," $ 4,106.63 "," $ 3,839.10 "
8/24/2016,1267570,0," $ 3,382.14 ", $ -   ,607650,0," $ 1,681.44 ", $ -   ,1504143,0," $ 3,166.63 ", $ -   ,1234135,0," $ 2,960.19 ", $ -   ,1219674,0," $ 2,466.44 ", $ -   ,1070197,0," $ 2,203.40 ", $ -   ,2159262,1956946," $ 4,595.63 "," $ 4,332.47 "
8/25/2016,1492299,0," $ 3,973.37 ", $ -   ,607546,0," $ 1,678.03 ", $ -   ,1859341,0," $ 3,879.16 ", $ -   ,1198421,0," $ 3,012.92 ", $ -   ,1415409,0," $ 3,270.06 ", $ -   ,1284334,0," $ 2,710.30 ", $ -   ,2517395,2300567," $ 5,447.29 "," $ 5,174.07 "
8/26/2016,1022316,0," $ 2,797.12 ", $ -   ,525538,0," $ 1,480.50 ", $ -   ,1425707,0," $ 3,339.96 ", $ -   ,915836,0," $ 2,395.01 ", $ -   ,1076110,0," $ 2,684.55 ", $ -   ,970481,0," $ 2,099.23 ", $ -   ,1843903,1559891," $ 4,103.81 "," $ 3,545.84 "
8/27/2016,1039935,0," $ 2,992.97 ", $ -   ,545439,0," $ 1,542.68 ", $ -   ,974286,0," $ 2,859.55 ", $ -   ,691921,0," $ 2,138.07 ", $ -   ,695559,0," $ 1,919.25 ", $ -   ,695154,0," $ 1,826.23 ", $ -   ,1446930,1323779," $ 3,593.00 "," $ 3,423.76 "
8/28/2016,2195124,0," $ 5,883.18 ", $ -   ,1020324,0," $ 2,825.40 ", $ -   ,2017299,0," $ 5,222.86 ", $ -   ,1630590,0," $ 4,487.85 ", $ -   ,1539545,0," $ 4,052.49 ", $ -   ,1508387,0," $ 3,598.84 ", $ -   ,2930087,2783984," $ 6,995.43 "," $ 6,900.41 "
8/29/2016,1801979,0," $ 4,654.64 ", $ -   ,702397,0," $ 1,945.19 ", $ -   ,1909537,0," $ 4,523.90 ", $ -   ,1407653,0," $ 3,631.32 ", $ -   ,1655761,0," $ 4,067.02 ", $ -   ,1540927,0," $ 3,327.29 ", $ -   ,2849752,2578064," $ 6,707.08 "," $ 6,260.46 "
8/30/2016,2103721,0," $ 5,427.22 ", $ -   ,864299,0," $ 2,449.57 ", $ -   ,1915695,0," $ 4,417.09 ", $ -   ,1466155,0," $ 3,695.98 ", $ -   ,1507417,0," $ 3,325.50 ", $ -   ,1600752,0," $ 3,415.03 ", $ -   ,2770160,2535196," $ 6,590.65 "," $ 6,210.62 "
8/31/2016,2634834,0," $ 7,833.16 ", $ -   ,926372,0," $ 2,554.44 ", $ -   ,2194150,0," $ 5,048.72 ", $ -   ,1751281,0," $ 4,268.74 ", $ -   ,1578124,0," $ 3,370.40 ", $ -   ,1867119,0," $ 4,030.00 ", $ -   ,3364446,3154207," $ 7,846.69 "," $ 7,507.50 "
9/1/2016,2130174,0," $ 5,594.20 ", $ -   ,852915,0," $ 2,317.12 ", $ -   ,2330230,0," $ 5,014.90 ", $ -   ,1594985,0," $ 3,857.27 ", $ -   ,1697681,0," $ 3,479.77 ", $ -   ,2074336,0," $ 4,296.02 ", $ -   ,3325213,3022062," $ 7,244.87 "," $ 6,710.58 "
9/2/2016,1596300,0," $ 4,244.03 ", $ -   ,659099,0," $ 1,820.69 ", $ -   ,1690984,0," $ 3,874.07 ", $ -   ,1206537,0," $ 3,168.97 ", $ -   ,1187863,0," $ 2,522.04 ", $ -   ,1487171,0," $ 3,216.47 ", $ -   ,2467065,2100875," $ 6,076.84 "," $ 5,320.49 "
9/3/2016,1234105,0," $ 3,804.31 ", $ -   ,585371,0," $ 1,657.59 ", $ -   ,1200948,0," $ 3,162.21 ", $ -   ,787572,0," $ 2,449.31 ", $ -   ,704103,0," $ 1,753.99 ", $ -   ,998216,0," $ 2,590.31 ", $ -   ,1721934,1589830," $ 4,824.25 "," $ 4,531.97 "
9/4/2016,2133311,0," $ 6,307.88 ", $ -   ,964984,0," $ 2,763.75 ", $ -   ,1950390,0," $ 4,786.46 ", $ -   ,1393743,0," $ 4,117.34 ", $ -   ,1259818,0," $ 3,022.07 ", $ -   ,1698818,0," $ 4,240.57 ", $ -   ,2948873,2805914," $ 7,997.50 "," $ 7,804.99 "
9/5/2016,2644601,0," $ 7,297.38 ", $ -   ,1361693,0," $ 3,720.06 ", $ -   ,2306294,0," $ 5,616.53 ", $ -   ,1915438,0," $ 5,064.62 ", $ -   ,1753834,0," $ 4,051.00 ", $ -   ,2164033,0," $ 4,800.73 ", $ -   ,3695703,3516997," $ 9,571.43 "," $ 9,291.63 "
9/6/2016,3072470,0," $ 8,525.48 ", $ -   ,971986,0," $ 2,700.01 ", $ -   ,2802722,0," $ 5,951.56 ", $ -   ,2159068,0," $ 5,193.80 ", $ -   ,2434908,0," $ 4,599.83 ", $ -   ,2659094,0," $ 5,177.60 ", $ -   ,3967350,3713824," $ 9,645.57 "," $ 9,160.52 "
9/7/2016,3713382,0," $ 10,066.81 ", $ -   ,1165387,0," $ 3,221.89 ", $ -   ,3047003,0," $ 6,585.86 ", $ -   ,2351034,0," $ 5,687.11 ", $ -   ,2643225,0," $ 5,149.88 ", $ -   ,2928657,0," $ 5,830.52 ", $ -   ,5304103,5007018," $ 12,564.66 "," $ 12,353.83 "
9/8/2016,3633879,0," $ 9,936.63 ", $ -   ,1553942,0," $ 3,833.75 ", $ -   ,3079862,0," $ 7,347.00 ", $ -   ,2627587,0," $ 6,204.16 ", $ -   ,2759278,0," $ 5,310.72 ", $ -   ,3016666,0," $ 6,038.59 ", $ -   ,5610736,5020753," $ 13,448.51 "," $ 12,175.78 "
9/9/2016,2802566,0," $ 8,010.43 ", $ -   ,1506971,0," $ 3,462.82 ", $ -   ,2466508,0," $ 5,404.44 ", $ -   ,1992221,0," $ 4,653.45 ", $ -   ,1831606,0," $ 3,789.19 ", $ -   ,2144601,0," $ 4,543.08 ", $ -   ,4060901,3536983," $ 9,580.20 "," $ 8,380.32 "
9/10/2016,2353220,0," $ 7,582.76 ", $ -   ,941096,0," $ 2,385.35 ", $ -   ,1719592,0," $ 4,602.54 ", $ -   ,1516931,0," $ 4,223.88 ", $ -   ,957931,0," $ 2,364.09 ", $ -   ,1263701,0," $ 3,070.90 ", $ -   ,2909228,2694024," $ 7,767.31 "," $ 7,272.60 "
9/11/2016,4843274,0," $ 14,533.93 ", $ -   ,1701869,0," $ 4,405.54 ", $ -   ,3656347,0," $ 8,870.42 ", $ -   ,3517904,0," $ 8,870.42 ", $ -   ,2404326,0," $ 5,147.05 ", $ -   ,2974561,0," $ 6,369.61 ", $ -   ,6517163,6536324," $ 17,051.17 "," $ 17,356.62 "
9/12/2016,4368734,0," $ 12,131.41 ", $ -   ,1321981,0," $ 3,368.95 ", $ -   ,3871670,0," $ 8,458.14 ", $ -   ,3390862,0," $ 7,511.18 ", $ -   ,2687386,0," $ 5,096.47 ", $ -   ,3120247,0," $ 5,896.19 ", $ -   ,6884386,6234641," $ 16,210.36 "," $ 14,867.99 "
9/13/2016,4538964,0," $ 12,852.45 ", $ -   ,1358646,0," $ 3,518.04 ", $ -   ,3763347,0," $ 8,499.39 ", $ -   ,3883161,0," $ 8,386.00 ", $ -   ,2734465,0," $ 5,260.14 ", $ -   ,3276291,0," $ 6,192.97 ", $ -   ,6822792,6295719," $ 16,133.58 "," $ 15,159.09 "
9/14/2016,5358295,0," $ 16,048.36 ", $ -   ,1507711,0," $ 3,846.42 ", $ -   ,4066669,0," $ 9,304.79 ", $ -   ,4121797,0," $ 8,753.55 ", $ -   ,3033932,0," $ 5,690.86 ", $ -   ,3433625,0," $ 6,575.49 ", $ -   ,7322461,6863660," $ 17,227.07 "," $ 16,551.40 "
9/15/2016,4780200,0," $ 13,886.14 ", $ -   ,1625209,0," $ 4,187.58 ", $ -   ,4195825,0," $ 9,308.65 ", $ -   ,4348335,0," $ 9,222.21 ", $ -   ,3300711,0," $ 6,179.74 ", $ -   ,3674669,0," $ 6,839.72 ", $ -   ,7311282,6684999," $ 17,119.78 "," $ 16,028.56 "
9/16/2016,3771887,0," $ 11,119.76 ", $ -   ,1134285,0," $ 2,991.67 ", $ -   ,3065190,0," $ 7,913.96 ", $ -   ,3079067,0," $ 6,691.10 ", $ -   ,2210758,0," $ 4,403.23 ", $ -   ,2497457,0," $ 4,746.88 ", $ -   ,4547035,3686817," $ 11,920.06 "," $ 9,860.45 "
9/17/2016,2738709,0," $ 8,752.99 ", $ -   ,1031194,0," $ 2,692.65 ", $ -   ,1994183,0," $ 6,333.48 ", $ -   ,2221532,0," $ 5,537.34 ", $ -   ,1134920,0," $ 2,818.90 ", $ -   ,1505291,0," $ 3,422.20 ", $ -   ,2693005,2410622," $ 8,285.18 "," $ 7,684.03 "
9/18/2016,5436423,0," $ 16,923.11 ", $ -   ,2048582,0," $ 5,376.09 ", $ -   ,4205436,0," $ 10,512.03 ", $ -   ,5407952,0," $ 12,107.66 ", $ -   ,2934792,0," $ 6,104.34 ", $ -   ,3740511,0," $ 7,464.62 ", $ -   ,5477220,5554040," $ 15,215.73 "," $ 15,795.32 "
9/19/2016,5441038,0," $ 15,706.91 ", $ -   ,1741623,0," $ 4,412.90 ", $ -   ,5428161,0," $ 11,390.38 ", $ -   ,5760489,0," $ 11,478.68 ", $ -   ,3832757,0," $ 7,079.94 ", $ -   ,4180139,0," $ 7,576.37 ", $ -   ,5684903,5122242," $ 14,660.92 "," $ 13,434.35 "
9/20/2016,4851472,0," $ 13,662.79 ", $ -   ,1598931,0," $ 4,133.02 ", $ -   ,4429581,0," $ 9,160.22 ", $ -   ,5081407,0," $ 10,422.54 ", $ -   ,3702221,0," $ 7,300.47 ", $ -   ,4447977,0," $ 7,845.06 ", $ -   ,4322567,3865657," $ 9,318.05 "," $ 8,077.73 "
9/21/2016,6629091,0," $ 20,365.08 ", $ -   ,2082657,0," $ 5,112.75 ", $ -   ,5406748,0," $ 10,813.64 ", $ -   ,5919755,0," $ 12,500.40 ", $ -   ,4893306,0," $ 10,417.41 ", $ -   ,5405719,0," $ 9,549.76 ", $ -   ,4322563,4007186," $ 7,985.12 "," $ 7,542.25 "
9/22/2016,6304084,0," $ 20,474.79 ", $ -   ,2299218,0," $ 5,565.40 ", $ -   ,8475974,0," $ 15,140.99 ", $ -   ,5931078,0," $ 12,682.02 ", $ -   ,4711984,0," $ 10,438.15 ", $ -   ,5568043,0," $ 10,260.73 ", $ -   ,4406462,4051818," $ 8,295.32 "," $ 7,656.94 "
9/23/2016,3862521,0," $ 13,939.69 ", $ -   ,1686391,0," $ 4,144.28 ", $ -   ,4313562,0," $ 8,923.42 ", $ -   ,4016985,0," $ 8,969.95 ", $ -   ,3493175,0," $ 8,321.23 ", $ -   ,3350424,0," $ 6,803.71 ", $ -   ,3479618,2993830," $ 6,598.31 "," $ 5,701.67 "
9/24/2016,2777756,0," $ 10,074.62 ", $ -   ,1322271,0," $ 3,457.51 ", $ -   ,2459227,0," $ 6,572.22 ", $ -   ,2430099,0," $ 6,377.34 ", $ -   ,1744926,0," $ 4,635.61 ", $ -   ,1935380,0," $ 4,815.33 ", $ -   ,2902323,2682321," $ 5,837.17 "," $ 5,472.82 "
9/25/2016,6000127,0," $ 20,672.79 ", $ -   ,2643564,0," $ 6,703.33 ", $ -   ,7217784,0," $ 14,951.90 ", $ -   ,6216175,0," $ 14,837.33 ", $ -   ,3896503,0," $ 9,173.79 ", $ -   ,4246033,0," $ 9,363.80 ", $ -   ,5834038,5669249," $ 11,393.83 "," $ 11,370.42 "
9/26/2016,6831503,0," $ 22,185.29 ", $ -   ,2339153,0," $ 5,801.01 ", $ -   ,6726372,0," $ 12,858.47 ", $ -   ,6470969,0," $ 13,642.20 ", $ -   ,4439980,0," $ 9,692.81 ", $ -   ,5119544,0," $ 10,098.07 ", $ -   ,6237079,5622985," $ 11,171.71 "," $ 10,129.21 "
9/27/2016,7942219,0," $ 27,160.95 ", $ -   ,2417207,0," $ 5,984.52 ", $ -   ,7529768,0," $ 13,907.18 ", $ -   ,6895078,0," $ 13,553.68 ", $ -   ,4625669,0," $ 9,828.41 ", $ -   ,4846644,0," $ 9,788.02 ", $ -   ,6569916,6015357," $ 11,258.26 "," $ 10,435.88 "
9/28/2016,8152402,0," $ 25,403.43 ", $ -   ,2632470,0," $ 6,475.30 ", $ -   ,8206129,0," $ 16,321.59 ", $ -   ,7472437,0," $ 14,622.34 ", $ -   ,4937672,0," $ 10,331.16 ", $ -   ,5064048,0," $ 10,328.41 ", $ -   ,6949511,6422668," $ 12,493.42 "," $ 11,784.46 "
9/29/2016,8098010,0," $ 23,542.01 ", $ -   ,2694934,0," $ 6,806.42 ", $ -   ,8882772,0," $ 17,377.24 ", $ -   ,7322405,0," $ 14,296.79 ", $ -   ,5597618,0," $ 11,609.34 ", $ -   ,5613189,0," $ 11,106.75 ", $ -   ,6939625,6068530," $ 12,988.95 "," $ 11,495.03 "
9/30/2016,3929556,0," $ 12,951.23 ", $ -   ,1179364,0," $ 3,076.29 ", $ -   ,24451019,0," $ 256,262.13 ", $ -   ,4260794,0," $ 8,742.21 ", $ -   ,2305439,0," $ 4,911.51 ", $ -   ,2541016,0," $ 5,043.26 ", $ -   ,3869738,3368891," $ 7,277.43 "," $ 6,394.58 "
10/1/2016,1988635,0," $ 5,160.65 ", $ -   ,1337463,0," $ 3,141.25 ", $ -   ,736,0, $ 2.79 , $ -   ,1857453,0," $ 4,079.77 ", $ -   ,1790258,0," $ 3,572.34 ", $ -   ,2117301,0," $ 3,940.44 ", $ -   ,2971807,3073559," $ 5,448.44 "," $ 5,454.06 "
10/2/2016,4185858,0," $ 9,429.28 ", $ -   ,2197231,0," $ 5,321.87 ", $ -   ,691,0, $ 1.90 , $ -   ,4096890,0," $ 8,035.33 ", $ -   ,4215633,0," $ 7,905.15 ", $ -   ,4856812,0," $ 7,515.90 ", $ -   ,6538089,7366444," $ 10,842.00 "," $ 11,944.55 "
10/3/2016,4682885,0," $ 9,784.38 ", $ -   ,1917118,0," $ 4,583.36 ", $ -   ,467203,0, $ 636.23 , $ -   ,4737957,0," $ 8,206.17 ", $ -   ,5673088,0," $ 9,525.20 ", $ -   ,5722538,0," $ 8,606.90 ", $ -   ,7931590,7831807," $ 11,799.32 "," $ 11,364.96 "
10/4/2016,4597607,0," $ 9,466.71 ", $ -   ,2112258,0," $ 5,252.41 ", $ -   ,2282413,0," $ 3,959.65 ", $ -   ,4387130,0," $ 7,950.00 ", $ -   ,5120191,0," $ 9,010.16 ", $ -   ,5706026,0," $ 9,000.42 ", $ -   ,7114556,6972552," $ 10,778.01 "," $ 10,514.56 "
10/5/2016,5274161,0," $ 12,792.28 ", $ -   ,2078722,0," $ 5,138.32 ", $ -   ,3656961,0," $ 6,159.56 ", $ -   ,4544296,0," $ 8,105.27 ", $ -   ,5001700,0," $ 8,982.54 ", $ -   ,5240190,0," $ 8,506.52 ", $ -   ,7448845,7290274," $ 11,993.54 "," $ 11,790.44 "
10/6/2016,5408379,0," $ 11,986.66 ", $ -   ,2206221,0," $ 5,453.39 ", $ -   ,3067126,0," $ 5,632.40 ", $ -   ,4774592,0," $ 8,947.98 ", $ -   ,4826357,0," $ 8,739.68 ", $ -   ,4952630,0," $ 8,127.16 ", $ -   ,7472332,6931450," $ 13,951.70 "," $ 13,186.84 "
10/7/2016,4260240,0," $ 10,651.65 ", $ -   ,1549776,0," $ 3,882.95 ", $ -   ,1507005,0," $ 3,214.50 ", $ -   ,3280153,0," $ 6,126.86 ", $ -   ,3187003,0," $ 6,048.85 ", $ -   ,3183785,0," $ 5,549.60 ", $ -   ,5871220,5124160," $ 12,361.30 "," $ 10,566.44 "
10/8/2016,2378643,0," $ 6,285.17 ", $ -   ,1186231,0," $ 2,971.97 ", $ -   ,808030,0," $ 1,644.99 ", $ -   ,2134727,0," $ 4,475.59 ", $ -   ,1846568,0," $ 3,975.56 ", $ -   ,1727794,0," $ 3,565.61 ", $ -   ,3850131,3639275," $ 9,014.95 "," $ 8,362.63 "
10/9/2016,4659060,0," $ 11,374.77 ", $ -   ,2311106,0," $ 5,681.98 ", $ -   ,5754706,0," $ 10,662.02 ", $ -   ,4091196,0," $ 8,054.54 ", $ -   ,3977611,0," $ 7,795.85 ", $ -   ,3222156,0," $ 6,237.34 ", $ -   ,7109818,7275572," $ 16,392.90 "," $ 16,699.09 "
10/10/2016,6941053,0," $ 14,702.58 ", $ -   ,2070851,0," $ 5,091.57 ", $ -   ,7907003,0," $ 12,235.73 ", $ -   ,4596548,0," $ 8,828.43 ", $ -   ,5382651,0," $ 9,345.52 ", $ -   ,4167150,0," $ 6,887.81 ", $ -   ,8726606,8353823," $ 17,676.07 "," $ 16,678.17 "
10/11/2016,7382442,0," $ 17,615.16 ", $ -   ,2091197,0," $ 5,267.87 ", $ -   ,7221753,0," $ 11,876.51 ", $ -   ,5151579,0," $ 9,330.24 ", $ -   ,5530259,0," $ 9,808.53 ", $ -   ,4501165,0," $ 7,378.73 ", $ -   ,8727996,8387262," $ 17,675.92 "," $ 16,851.09 "
10/12/2016,7995708,0," $ 18,037.85 ", $ -   ,2227237,0," $ 5,585.13 ", $ -   ,6556864,0," $ 12,252.75 ", $ -   ,5486742,0," $ 9,628.92 ", $ -   ,6288509,0," $ 10,672.28 ", $ -   ,5244546,0," $ 8,208.25 ", $ -   ,9386938,9054618," $ 18,188.40 "," $ 17,442.39 "
10/13/2016,7523815,0," $ 18,290.15 ", $ -   ,2261204,0," $ 5,563.39 ", $ -   ,6656331,0," $ 12,165.64 ", $ -   ,5880172,0," $ 9,755.54 ", $ -   ,5644674,0," $ 9,628.36 ", $ -   ,5239651,0," $ 7,801.95 ", $ -   ,8865941,8150533," $ 17,175.34 "," $ 15,829.03 "
10/14/2016,5254487,0," $ 12,707.22 ", $ -   ,1824010,0," $ 4,591.54 ", $ -   ,4620016,0," $ 9,026.81 ", $ -   ,4192332,0," $ 7,550.84 ", $ -   ,3660093,0," $ 6,710.84 ", $ -   ,3440422,0," $ 5,417.12 ", $ -   ,6091879,5205536," $ 12,431.76 "," $ 10,759.76 "
10/15/2016,3129471,0," $ 8,281.28 ", $ -   ,1544287,0," $ 3,927.17 ", $ -   ,2827450,0," $ 6,894.57 ", $ -   ,2556334,0," $ 5,219.82 ", $ -   ,2094241,0," $ 4,235.22 ", $ -   ,1672313,0," $ 3,348.51 ", $ -   ,3871373,3446941," $ 9,236.93 "," $ 8,521.39 "
10/16/2016,6388411,0," $ 15,286.34 ", $ -   ,2968562,0," $ 7,561.58 ", $ -   ,6167811,0," $ 14,103.55 ", $ -   ,5908375,0," $ 10,808.89 ", $ -   ,5160765,0," $ 9,440.17 ", $ -   ,4089461,0," $ 7,125.36 ", $ -   ,8211466,7885084," $ 18,018.83 "," $ 17,893.18 "
10/17/2016,8861545,0," $ 20,888.15 ", $ -   ,2594415,0," $ 6,547.73 ", $ -   ,7456468,0," $ 14,958.67 ", $ -   ,6587438,0," $ 11,252.43 ", $ -   ,6023763,0," $ 10,568.89 ", $ -   ,5828675,0," $ 8,951.33 ", $ -   ,9626503,8641153," $ 19,484.32 "," $ 17,969.77 "
10/18/2016,7945619,0," $ 19,735.87 ", $ -   ,2432908,0," $ 6,236.79 ", $ -   ,6983716,0," $ 14,000.01 ", $ -   ,5993721,0," $ 10,155.15 ", $ -   ,5647914,0," $ 9,722.20 ", $ -   ,5601943,0," $ 8,613.18 ", $ -   ,9206467,8272324," $ 17,751.10 "," $ 16,303.86 "
10/19/2016,7864359,0," $ 16,847.45 ", $ -   ,2664940,0," $ 6,763.80 ", $ -   ,6698340,0," $ 13,290.45 ", $ -   ,5961705,0," $ 10,344.83 ", $ -   ,6136293,0," $ 10,498.80 ", $ -   ,5880641,0," $ 9,073.71 ", $ -   ,9086932,8457207," $ 19,089.94 "," $ 18,076.65 "
10/20/2016,6744278,0," $ 14,335.55 ", $ -   ,2475044,0," $ 6,437.50 ", $ -   ,6507523,0," $ 14,165.42 ", $ -   ,5151973,0," $ 9,346.52 ", $ -   ,6676529,0," $ 11,031.09 ", $ -   ,5126211,0," $ 8,407.15 ", $ -   ,10027749,9651235," $ 22,853.93 "," $ 22,099.52 "
10/21/2016,4740105,0," $ 12,438.16 ", $ -   ,1977534,0," $ 5,078.97 ", $ -   ,4672297,0," $ 9,849.11 ", $ -   ,3636246,0," $ 6,979.45 ", $ -   ,4923122,0," $ 8,317.51 ", $ -   ,2796085,0," $ 4,961.87 ", $ -   ,6684144,5770742," $ 16,399.11 "," $ 14,427.83 "
10/22/2016,2803729,0," $ 7,459.41 ", $ -   ,1496268,0," $ 3,784.10 ", $ -   ,2927560,0," $ 6,714.52 ", $ -   ,2266250,0," $ 4,899.43 ", $ -   ,2234613,0," $ 4,347.23 ", $ -   ,1842870,0," $ 3,555.21 ", $ -   ,4543568,4070396," $ 12,222.46 "," $ 11,028.04 "
10/23/2016,6737291,0," $ 16,072.00 ", $ -   ,3260066,0," $ 8,064.39 ", $ -   ,6570782,0," $ 13,901.64 ", $ -   ,5470104,0," $ 11,265.81 ", $ -   ,6292374,0," $ 11,713.47 ", $ -   ,3705481,0," $ 6,874.69 ", $ -   ,9861221,10042819," $ 26,376.06 "," $ 27,013.60 "
10/24/2016,8722875,0," $ 21,102.58 ", $ -   ,3171354,0," $ 7,960.26 ", $ -   ,8189168,0," $ 15,929.11 ", $ -   ,6655079,0," $ 12,382.19 ", $ -   ,7894212,0," $ 13,244.45 ", $ -   ,5799476,0," $ 9,898.06 ", $ -   ,12305286,11740017," $ 28,976.48 "," $ 27,699.41 "
10/25/2016,9973264,0," $ 24,691.46 ", $ -   ,3185365,0," $ 8,008.05 ", $ -   ,8746049,0," $ 18,306.36 ", $ -   ,6991947,0," $ 12,697.37 ", $ -   ,8187172,0," $ 13,547.40 ", $ -   ,6047767,0," $ 10,013.78 ", $ -   ,12086930,11417716," $ 28,048.37 "," $ 26,706.00 "
10/26/2016,10934778,0," $ 28,953.44 ", $ -   ,3773296,0," $ 9,323.59 ", $ -   ,8265482,0," $ 12,244.98 ", $ -   ,6884717,0," $ 13,433.79 ", $ -   ,8459485,0," $ 14,191.58 ", $ -   ,7144179,0," $ 11,742.83 ", $ -   ,14359142,13422204," $ 34,393.30 "," $ 32,664.28 "
10/27/2016,11826001,0," $ 32,382.22 ", $ -   ,3706540,0," $ 9,448.90 ", $ -   ,7060528,0," $ 11,219.47 ", $ -   ,5947538,0," $ 11,159.22 ", $ -   ,8310821,0," $ 13,841.77 ", $ -   ,6284797,0," $ 10,380.62 ", $ -   ,14376608,12497973," $ 33,246.33 "," $ 29,028.39 "
